ticker	date	intervals	signal_price	current_price	current_time	nx_1d
ADBE	2024-09-03	1,2,3,4	571.19	370.7	2025-07-29 00:00:00	True
CRWD	2024-09-03	1,2,3	268.22	465.51	2025-07-29 00:00:00	False
DELL	2024-09-03	1,2,3	111.92	133.51	2025-07-29 00:00:00	False
FUTU	2024-09-03	2,3,4	61.16	155.23	2025-07-29 00:00:00	False
MRVL	2024-09-03	1,2,3,4	70.86	76.34	2025-07-29 00:00:00	True
RDDT	2024-09-03	1,2,3	59.24	144.85	2025-07-29 00:00:00	False
VRT	2024-09-03	1,2,3,4	76.45	142.7	2025-07-29 00:00:00	False
XIACY	2024-09-03	1,2,3	12.14	34.78	2025-07-29 00:00:00	True
AAPL	2024-08-30	1,2,3,4	228.15	211.27	2025-07-29 00:00:00	True
ADBE	2024-08-30	1,2,3	572.26	370.7	2025-07-29 00:00:00	True
CAT	2024-08-29	1,2,3	351.78	430.05	2025-07-29 00:00:00	True
UPST	2024-08-29	1,2,3,4	43.68	80.43	2025-07-29 00:00:00	True
CAT	2024-08-28	1,2,3	347.78	430.05	2025-07-29 00:00:00	True
COST	2024-08-28	2,3,4	890.89	934.57	2025-07-29 00:00:00	True
SBUX	2024-08-28	1,2,3	95.47	92.96	2025-07-29 00:00:00	True
UPST	2024-08-28	1,2,3,4	41.79	80.43	2025-07-29 00:00:00	True
AA	2024-08-27	1,2,3	34.44	30.44	2025-07-29 00:00:00	False
CRM	2024-08-27	1,2,3,4	262.93	267.39	2025-07-29 00:00:00	False
BABA	2024-08-26	1,2,3	81.7	119.36	2025-07-29 00:00:00	True
FUTU	2024-08-26	1,2,3	60.65	155.23	2025-07-29 00:00:00	False
APP	2024-08-22	1,2,3	89.44	361.63	2025-07-29 00:00:00	True
SOUN	2024-08-22	1,2,3	5.06	10.69	2025-07-29 00:00:00	True
UPST	2024-08-22	1,2,4	39.95	80.43	2025-07-29 00:00:00	True
UPST	2024-08-20	1,2,4	38.13	80.43	2025-07-29 00:00:00	True
VST	2024-08-16	1,2,3	79.78	198.0	2025-07-29 00:00:00	True
VST	2024-08-14	1,2,3	79.29	198.0	2025-07-29 00:00:00	True
VST	2024-08-13	1,2,3	79.88	198.0	2025-07-29 00:00:00	True
VST	2024-08-12	1,2,3	77.54	198.0	2025-07-29 00:00:00	False
ASTS	2024-08-09	1,2,3	21.21	53.09	2025-07-29 00:00:00	True
